File generated with Hitran-PC 4,0
04-21-2020	20:57:03
Y-Axis format:	1	Absorption, %
X-Axis format:	0	Wavelength
From (1/cm): 	3033,980583
To (1/cm):  	3043,213634
From (micrometers): 	3,286000000
To (micrometers):  	3,296000000
Plot Increment (1/cm):	0,000462
Number Of Points:	20000
Lineshape:	Lorentzian (Pressure)
Temperature:	296,00
Layer altitude / Horiz, path alt, (m):	0
Pathlength (m):	1000,000

WL(micron)	H2O	CH4
3,28600000E+00	3,54239621E+00	4,42288394E-02
3,28600050E+00	3,53119756E+00	4,44444012E-02
3,28600100E+00	3,52000448E+00	4,46605249E-02
3,28600150E+00	3,50881863E+00	4,48771176E-02
3,28600199E+00	3,49764162E+00	4,50940834E-02
3,28600249E+00	3,48647503E+00	4,53113232E-02
3,28600299E+00	3,47532042E+00	4,55287348E-02
3,28600349E+00	3,46417929E+00	4,57462132E-02
3,28600399E+00	3,45305312E+00	4,59636501E-02
3,28600449E+00	3,44194335E+00	4,61809346E-02
3,28600499E+00	3,43085140E+00	4,63979529E-02
3,28600548E+00	3,41977864E+00	4,66145883E-02
3,28600598E+00	3,40872640E+00	4,68307219E-02
3,28600648E+00	3,39769599E+00	4,70462319E-02
3,28600698E+00	3,38668869E+00	4,72609946E-02
3,28600748E+00	3,37570573E+00	4,74748836E-02
3,28600798E+00	3,36474832E+00	4,76877709E-02
3,28600847E+00	3,35381763E+00	4,78995264E-02
3,28600897E+00	3,34291481E+00	4,81100184E-02
3,28600947E+00	3,33204096E+00	4,83191138E-02
3,28600997E+00	3,32119715E+00	4,85266780E-02
3,28601047E+00	3,31038444E+00	4,87325756E-02
3,28601097E+00	3,29960384E+00	4,89366704E-02
3,28601147E+00	3,28885633E+00	4,91388256E-02
3,28601196E+00	3,27814286E+00	4,93389039E-02
3,28601246E+00	3,26746437E+00	4,95367685E-02
3,28601296E+00	3,25682173E+00	4,97322824E-02
3,28601346E+00	3,24621582E+00	4,99253093E-02
3,28601396E+00	3,23564748E+00	5,01157140E-02
3,28601446E+00	3,22511750E+00	5,03033621E-02
3,28601496E+00	3,21462668E+00	5,04881211E-02
3,28601545E+00	3,20417576E+00	5,06698600E-02
3,28601595E+00	3,19376547E+00	5,08484500E-02
3,28601645E+00	3,18339651E+00	5,10237650E-02
3,28601695E+00	3,17306955E+00	5,11956815E-02
3,28601745E+00	3,16278524E+00	5,13640791E-02
3,28601795E+00	3,15254419E+00	5,15288409E-02
3,28601844E+00	3,14234702E+00	5,16898540E-02
3,28601894E+00	3,13219429E+00	5,18470092E-02
3,28601944E+00	3,12208655E+00	5,20002021E-02
3,28601994E+00	3,11202433E+00	5,21493328E-02
3,28602044E+00	3,10200813E+00	5,22943066E-02
3,28602094E+00	3,09203843E+00	5,24350339E-02
3,28602144E+00	3,08211569E+00	5,25714308E-02
3,28602193E+00	3,07224035E+00	5,27034194E-02
3,28602243E+00	3,06241281E+00	5,28309276E-02
3,28602293E+00	3,05263349E+00	5,29538898E-02
3,28602343E+00	3,04290275E+00	5,30722468E-02
3,28602393E+00	3,03322095E+00	5,31859462E-02
3,28602443E+00	3,02358842E+00	5,32949426E-02
3,28602493E+00	3,01400548E+00	5,33991972E-02
3,28602542E+00	3,00447242E+00	5,34986788E-02
3,28602592E+00	2,99498954E+00	5,35933633E-02
3,28602642E+00	2,98555709E+00	5,36832336E-02
3,28602692E+00	2,97617531E+00	5,37020853E-02
3,28602742E+00	2,96684444E+00	5,37824118E-02
3,28602792E+00	2,95756469E+00	5,38579177E-02
3,28602842E+00	2,94833624E+00	5,39286156E-02
3,28602891E+00	2,93915929E+00	5,39945254E-02
3,28602941E+00	2,93003400E+00	5,40556742E-02
3,28602991E+00	2,92096052E+00	5,41120963E-02
3,28603041E+00	2,91193898E+00	5,41638327E-02
3,28603091E+00	2,90296950E+00	5,42109316E-02
3,28603141E+00	2,89405220E+00	5,42534475E-02
3,28603190E+00	2,88518717E+00	5,42914416E-02
3,28603240E+00	2,87637448E+00	5,43249810E-02
3,28603290E+00	2,86761422E+00	5,43541392E-02
3,28603340E+00	2,85890643E+00	5,43789950E-02
3,28603390E+00	2,85025115E+00	5,43996329E-02
3,28603440E+00	2,84164844E+00	5,44161424E-02
3,28603490E+00	2,83309829E+00	5,44286179E-02
3,28603539E+00	2,82460074E+00	5,44371585E-02
3,28603589E+00	2,81615576E+00	5,44418671E-02
3,28603639E+00	2,80776337E+00	5,44428507E-02
3,28603689E+00	2,79942353E+00	5,44402198E-02
3,28603739E+00	2,79113622E+00	5,44340879E-02
3,28603789E+00	2,78290140E+00	5,44245716E-02
3,28603839E+00	2,77471901E+00	5,44117895E-02
3,28603888E+00	2,76658901E+00	5,43958626E-02
3,28603938E+00	2,75851133E+00	5,43769135E-02
3,28603988E+00	2,75048589E+00	5,25969984E-02
3,28604038E+00	2,74251262E+00	5,25754256E-02
3,28604088E+00	2,73459142E+00	5,25511971E-02
3,28604138E+00	2,72672219E+00	5,25244387E-02
3,28604188E+00	2,71890485E+00	5,24952762E-02
3,28604237E+00	2,71113926E+00	5,24638352E-02
3,28604287E+00	2,70342532E+00	5,24302404E-02
3,28604337E+00	2,69576290E+00	5,23490838E-02
3,28604387E+00	2,68815188E+00	5,23116238E-02
3,28604437E+00	2,68059211E+00	5,22723769E-02
3,28604487E+00	2,67308346E+00	5,22314620E-02
3,28604536E+00	2,66562577E+00	5,21889962E-02
3,28604586E+00	2,65821890E+00	5,21450938E-02
3,28604636E+00	2,65086269E+00	5,20998669E-02
3,28604686E+00	2,64355697E+00	5,20534244E-02
3,28604736E+00	2,63630158E+00	5,20058724E-02
3,28604786E+00	2,62909635E+00	5,19573139E-02
3,28604836E+00	2,62194109E+00	5,19078482E-02
3,28604885E+00	2,61483564E+00	5,18575714E-02
3,28604935E+00	2,60777980E+00	5,18065757E-02
3,28604985E+00	2,60077340E+00	5,17549496E-02
3,28605035E+00	2,59381623E+00	5,17027776E-02
3,28605085E+00	2,58690810E+00	5,16501404E-02
3,28605135E+00	2,58004881E+00	5,15971144E-02
3,28605185E+00	2,57323817E+00	5,15437719E-02
3,28605234E+00	2,56647597E+00	5,14901811E-02
3,28605284E+00	2,55976200E+00	5,14364059E-02
3,28605334E+00	2,55309605E+00	5,13825060E-02
3,28605384E+00	2,54647791E+00	5,13285367E-02
3,28605434E+00	2,53990737E+00	5,12745493E-02
3,28605484E+00	2,53338421E+00	5,12205906E-02
3,28605534E+00	2,52690820E+00	5,11667034E-02
3,28605583E+00	2,52047914E+00	5,11129262E-02
3,28605633E+00	2,51409679E+00	5,10592933E-02
3,28605683E+00	2,50776093E+00	5,10058353E-02
3,28605733E+00	2,50147134E+00	5,09525785E-02
3,28605783E+00	2,49522778E+00	5,08995455E-02
3,28605833E+00	2,48903004E+00	5,08467549E-02
3,28605882E+00	2,48287788E+00	5,07942220E-02
3,28605932E+00	2,47677106E+00	5,07419581E-02
3,28605982E+00	2,47070935E+00	5,06899713E-02
3,28606032E+00	2,46469253E+00	5,06382663E-02
3,28606082E+00	2,45872036E+00	5,05868448E-02
3,28606132E+00	2,45279260E+00	5,05357052E-02
3,28606182E+00	2,44690901E+00	5,04848432E-02
3,28606231E+00	2,44106936E+00	5,04342516E-02
3,28606281E+00	2,43527342E+00	5,03839209E-02
3,28606331E+00	2,42952094E+00	5,03338389E-02
3,28606381E+00	2,42381169E+00	5,02839914E-02
3,28606431E+00	2,41814543E+00	5,02343621E-02
3,28606481E+00	2,41252192E+00	5,01849327E-02
3,28606531E+00	2,40694092E+00	5,01356834E-02
3,28606580E+00	2,40140220E+00	5,00865927E-02
3,28606630E+00	2,39590551E+00	5,00376380E-02
3,28606680E+00	2,39045061E+00	4,99887954E-02
3,28606730E+00	2,38503728E+00	4,99400400E-02
3,28606780E+00	2,37966527E+00	4,98913463E-02
3,28606830E+00	2,37433434E+00	4,98426881E-02
3,28606880E+00	2,36904425E+00	4,97940388E-02
3,28606929E+00	2,36379477E+00	4,97453718E-02
3,28606979E+00	2,35858566E+00	4,96966603E-02
3,28607029E+00	2,35341669E+00	4,90254360E-02
3,28607079E+00	2,34828761E+00	4,89775247E-02
3,28607129E+00	2,34319820E+00	4,89294879E-02
3,28607179E+00	2,33814821E+00	4,88813003E-02
3,28607229E+00	2,33313742E+00	4,88329377E-02
3,28607278E+00	2,32816559E+00	4,87843768E-02
3,28607328E+00	2,32323249E+00	4,87355953E-02
3,28607378E+00	2,31833788E+00	4,86865723E-02
3,28607428E+00	2,31348154E+00	4,86372883E-02
3,28607478E+00	2,30866323E+00	4,85877253E-02
3,28607528E+00	2,30388272E+00	4,85378671E-02
3,28607577E+00	2,29913979E+00	4,84876990E-02
3,28607627E+00	2,29443421E+00	4,84372085E-02
3,28607677E+00	2,28976576E+00	4,83863850E-02
3,28607727E+00	2,28513420E+00	4,83352198E-02
3,28607777E+00	2,28053931E+00	4,82837064E-02
3,28607827E+00	2,27598087E+00	4,82318408E-02
3,28607877E+00	2,27145865E+00	4,81796210E-02
3,28607926E+00	2,26697244E+00	4,81270474E-02
3,28607976E+00	2,26252202E+00	4,80741228E-02
3,28608026E+00	2,25810716E+00	4,80208525E-02
3,28608076E+00	2,25372764E+00	4,79672440E-02
3,28608126E+00	2,24938326E+00	4,79133076E-02
3,28608176E+00	2,24507379E+00	4,78590558E-02
3,28608226E+00	2,24079903E+00	4,78045035E-02
3,28608275E+00	2,23655875E+00	4,77496684E-02
3,28608325E+00	2,23235275E+00	4,76945702E-02
